Loops,Steps,Time,AvgLoss,MeanReward,StdReward,TotalReward,Flags
381,3121152,201.076912,0.4814,0.5476,0.5436,4486.31,6.8125
382,3129344,199.459462,0.5748,0.5207,0.5193,4265.71,6.75
383,3137536,204.716510,0.4698,0.5090,0.5015,4169.92,12.1875
384,3145728,199.619844,0.1935,0.4773,0.5183,3910.11,8.0625
385,3153920,230.397868,0.6314,0.5242,0.5176,4294.53,9.4375
386,3162112,227.329874,0.2541,0.3852,0.5053,3155.29,12.375
387,3170304,224.057343,0.3994,0.4769,0.5095,3906.85,12.0625
388,3178496,209.050841,0.5191,0.4836,0.5246,3961.86,6.75
389,3186688,205.570234,0.4439,0.4952,0.5292,4057.04,12.1875
390,3194880,197.307820,0.5246,0.5764,0.5263,4721.83,5.4375
391,3203072,197.926618,0.7116,0.4314,0.5075,3534.19,10.875
